"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Memory","Network.Performance","Cache.Engine","Storage.Media","Group","Group.Description","usageType","operation","Region","Endpoint","Protocol"
"383","Asia Pacific (Sydney)","Y25FT6SRCRD2HA4M","YTVHEVGPBZ","Y25FT6SRCRD2HA4M.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.356,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Memcached","","","","APS2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"384","Asia Pacific (Sydney)","PFSACVF8GJ6ZTUH8","JRBFQ5DASS","PFSACVF8GJ6ZTUH8.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.026 per Redis, cache.m1.small instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.026,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Redis","","","","APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"385","Asia Pacific (Sydney)","FZWWP5KTN7HQC9AZ","YTVHEVGPBZ","FZWWP5KTN7HQC9AZ.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",270,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.medium","No","Standard",1,"3.35 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m1.medium","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"386","Asia Pacific (Sydney)","HW28R9VYXFAZG73E","YTVHEVGPBZ","HW28R9VYXFAZG73E.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.089,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.r3.large","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"387","Asia Pacific (Sydney)","B5S98W29QB6Z5TK8","JRBFQ5DASS","B5S98W29QB6Z5TK8.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",1639,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Redis","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"388","Asia Pacific (Sydney)","FZWWP5KTN7HQC9AZ","YTVHEVGPBZ","FZWWP5KTN7HQC9AZ.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m1.medium instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.043,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.medium","No","Standard",1,"3.35 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m1.medium","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"389","Asia Pacific (Sydney)","W2TUEAVJRQWNAHF9","YTVHEVGPBZ","W2TUEAVJRQWNAHF9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",491,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.large","Yes","Standard",2,"6.05 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m3.large","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"390","Asia Pacific (Sydney)","3NHD5RUU9HW53H3M","YTVHEVGPBZ","3NHD5RUU9HW53H3M.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",316,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","APS2-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"391","Asia Pacific (Sydney)","CH7H7WRRFENKU46F","YTVHEVGPBZ","CH7H7WRRFENKU46F.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",79,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","APS2-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"392","Asia Pacific (Sydney)","8UDQDMJRQGGGCKWT","YTVHEVGPBZ","8UDQDMJRQGGGCKWT.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.089,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.large","Yes","Standard",2,"6.05 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m3.large","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"393","Asia Pacific (Sydney)","N3KFW3WZEEA84Z8U","YTVHEVGPBZ","N3KFW3WZEEA84Z8U.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1079,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.xlarge","No","Standard",4,"14.6 GiB","High","Redis","","","","APS2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"394","Asia Pacific (Sydney)","6XQ423KHNEYDGNPP","JRBFQ5DASS","6XQ423KHNEYDGNPP.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",820,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"395","Asia Pacific (Sydney)","WBERHVMNNBH3ZC8Q","YTVHEVGPBZ","WBERHVMNNBH3ZC8Q.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.089,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.r3.large","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"396","Asia Pacific (Sydney)","YCMZSQXPH65T7BAM","YTVHEVGPBZ","YCMZSQXPH65T7BAM.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m1.small instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.022,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Memcached","","","","APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"397","Asia Pacific (Sydney)","DES97Y2TG6NWCEGK","DK9W8XRWES","DES97Y2TG6NWCEGK.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.503 per Redis, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.503,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Redis","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"398","Asia Pacific (Sydney)","U7M9GF2S8F3RCJ6B","YTVHEVGPBZ","U7M9GF2S8F3RCJ6B.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.163,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"399","Asia Pacific (Sydney)","JW9PJ6UTYKR57T5E","YTVHEVGPBZ","JW9PJ6UTYKR57T5E.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.178,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"400","Asia Pacific (Sydney)","QSTV3GWV8C8GASRT","YTVHEVGPBZ","QSTV3GWV8C8GASRT.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",6216,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Memcached","","","","APS2-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"401","Asia Pacific (Sydney)","4TMTTRKGFP7U5F4A","YTVHEVGPBZ","4TMTTRKGFP7U5F4A.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m2.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.175,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"402","Asia Pacific (Sydney)","DQ9Y86DBB9S79P2P","JRBFQ5DASS","DQ9Y86DBB9S79P2P.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",444,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.large","No","Standard",2,"7.1 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m1.large","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"403","Asia Pacific (Sydney)","6HW5BESFB4NPRZ3C","YTVHEVGPBZ","6HW5BESFB4NPRZ3C.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",245,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.medium","Yes","Standard",1,"2.78 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m3.medium","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"404","Asia Pacific (Sydney)","N3KFW3WZEEA84Z8U","DK9W8XRWES","N3KFW3WZEEA84Z8U.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.311 per Redis, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.311,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.xlarge","No","Standard",4,"14.6 GiB","High","Redis","","","","APS2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"405","Asia Pacific (Sydney)","2BSAUY5KNPK7SSA4","DK9W8XRWES","2BSAUY5KNPK7SSA4.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.158 per Redis, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.158,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.xlarge","No","Memory optimized",2,"16.7 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"406","Asia Pacific (Sydney)","9TUYKZS79FN62BHR","YTVHEVGPBZ","9TUYKZS79FN62BHR.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.042,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","APS2-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"407","Asia Pacific (Sydney)","4HE5JY4RNGR37SDY","YTVHEVGPBZ","4HE5JY4RNGR37SDY.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.large instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.08,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"408","Asia Pacific (Sydney)","4XNTGAU77FY4XHAA","JRBFQ5DASS","4XNTGAU77FY4XHAA.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",2437,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Memcached","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"409","Asia Pacific (Sydney)","6XQ423KHNEYDGNPP","YTVHEVGPBZ","6XQ423KHNEYDGNPP.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m2.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.175,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"410","Asia Pacific (Sydney)","Z9BBRQH4DYYDJ6W5","YTVHEVGPBZ","Z9BBRQH4DYYDJ6W5.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",79,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Redis","","","","APS2-NodeUsage:cache.t2.micro","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"411","Asia Pacific (Sydney)","FMKZQEEYJNE2XUQH","YTVHEVGPBZ","FMKZQEEYJNE2XUQH.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1079,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.xlarge","No","Standard",4,"14.6 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"412","Asia Pacific (Sydney)","4TMTTRKGFP7U5F4A","DK9W8XRWES","4TMTTRKGFP7U5F4A.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",338,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"413","Asia Pacific (Sydney)","4TMTTRKGFP7U5F4A","JRBFQ5DASS","4TMTTRKGFP7U5F4A.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.211 per Redis, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.211,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"414","Asia Pacific (Sydney)","NPHQJXBEBBSVMUH9","DK9W8XRWES","NPHQJXBEBBSVMUH9.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",169,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.xlarge","No","Memory optimized",2,"16.7 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"415","Asia Pacific (Sydney)","438WNASSRJ7QA5TA","YTVHEVGPBZ","438WNASSRJ7QA5TA.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.357,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"416","Asia Pacific (Sydney)","DQ9Y86DBB9S79P2P","DK9W8XRWES","DQ9Y86DBB9S79P2P.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.156 per Redis, cache.m1.large instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.156,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.large","No","Standard",2,"7.1 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m1.large","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"417","Asia Pacific (Sydney)","PXWGH7SNYUZXC93Y","YTVHEVGPBZ","PXWGH7SNYUZXC93Y.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",62,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t1.micro","No","Micro",1,"0.213 GiB","Very Low","Redis","","","","APS2-NodeUsage:cache.t1.micro","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"418","Asia Pacific (Sydney)","WV6HECTPTV36ZXYU","YTVHEVGPBZ","WV6HECTPTV36ZXYU.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.356,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Redis","","","","APS2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"419","Asia Pacific (Sydney)","CH7H7WRRFENKU46F","YTVHEVGPBZ","CH7H7WRRFENKU46F.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.micro instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.01,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Memcached","","","","APS2-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"420","Asia Pacific (Sydney)","AGZX6HV5V9XYWHM8","YTVHEVGPBZ","AGZX6HV5V9XYWHM8.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.medium instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.044,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.medium","Yes","Standard",1,"2.78 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m3.medium","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"421","Asia Pacific (Sydney)","DES97Y2TG6NWCEGK","JRBFQ5DASS","DES97Y2TG6NWCEGK.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.351 per Redis, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.351,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Redis","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"422","Asia Pacific (Sydney)","NUWF5VGPQRNMRFWS","YTVHEVGPBZ","NUWF5VGPQRNMRFWS.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.163,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","APS2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"423","Asia Pacific (Sydney)","NUWF5VGPQRNMRFWS","YTVHEVGPBZ","NUWF5VGPQRNMRFWS.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",890,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","APS2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"424","Asia Pacific (Sydney)","U7MH22MHUDCYZV4C","DK9W8XRWES","U7MH22MHUDCYZV4C.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.633 per ElastiCache, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.633,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"425","Asia Pacific (Sydney)","U7MH22MHUDCYZV4C","JRBFQ5DASS","U7MH22MHUDCYZV4C.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",1639,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"426","Asia Pacific (Sydney)","KHPK39Q7FXNN9PT7","YTVHEVGPBZ","KHPK39Q7FXNN9PT7.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.4xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.712,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Redis","","","","APS2-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"427","Asia Pacific (Sydney)","V8XKNPHR234GEHBU","JRBFQ5DASS","V8XKNPHR234GEHBU.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.052 per ElastiCache, cache.m1.medium instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.052,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.medium","No","Standard",1,"3.35 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m1.medium","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
