"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Memory","Network.Performance","Cache.Engine","Storage.Media","Group","Group.Description","usageType","operation","Region","Endpoint","Protocol"
"336","Asia Pacific (Sydney)","PFSACVF8GJ6ZTUH8","YTVHEVGPBZ","PFSACVF8GJ6ZTUH8.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",135,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Redis","","","","APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"337","Asia Pacific (Sydney)","GR594FZXSNWJSRA9","YTVHEVGPBZ","GR594FZXSNWJSRA9.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.325,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"338","Asia Pacific (Sydney)","4XNTGAU77FY4XHAA","YTVHEVGPBZ","4XNTGAU77FY4XHAA.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.c1.xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.273,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Memcached","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"339","Asia Pacific (Sydney)","SHZ5BZA89VPHJTMF","YTVHEVGPBZ","SHZ5BZA89VPHJTMF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.8xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",1.424,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Memcached","","","","APS2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"340","Asia Pacific (Sydney)","PXWGH7SNYUZXC93Y","JRBFQ5DASS","PXWGH7SNYUZXC93Y.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",54,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t1.micro","No","Micro",1,"0.213 GiB","Very Low","Redis","","","","APS2-NodeUsage:cache.t1.micro","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"341","Asia Pacific (Sydney)","6XQ423KHNEYDGNPP","DK9W8XRWES","6XQ423KHNEYDGNPP.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",338,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"342","Asia Pacific (Sydney)","N3KFW3WZEEA84Z8U","YTVHEVGPBZ","N3KFW3WZEEA84Z8U.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m1.xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.172,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.xlarge","No","Standard",4,"14.6 GiB","High","Redis","","","","APS2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"343","Asia Pacific (Sydney)","NPHQJXBEBBSVMUH9","JRBFQ5DASS","NPHQJXBEBBSVMUH9.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.106 per ElastiCache, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.106,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.xlarge","No","Memory optimized",2,"16.7 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"344","Asia Pacific (Sydney)","T64VHYZ5FZP9JDEC","YTVHEVGPBZ","T64VHYZ5FZP9JDEC.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m1.large instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.085,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.large","No","Standard",2,"7.1 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m1.large","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"345","Asia Pacific (Sydney)","4XNTGAU77FY4XHAA","DK9W8XRWES","4XNTGAU77FY4XHAA.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.503 per ElastiCache, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.503,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Memcached","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"346","Asia Pacific (Sydney)","9RH9SADAE34GQKYU","YTVHEVGPBZ","9RH9SADAE34GQKYU.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",8904,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","APS2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"347","Asia Pacific (Sydney)","4Z2EQD4MVP2BJ893","YTVHEVGPBZ","4Z2EQD4MVP2BJ893.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-07-31",NA,NA,"Quantity",446,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m4.large","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"348","Asia Pacific (Sydney)","MBGQXS3WG26NACEV","YTVHEVGPBZ","MBGQXS3WG26NACEV.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.651,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"349","Asia Pacific (Sydney)","V8XKNPHR234GEHBU","YTVHEVGPBZ","V8XKNPHR234GEHBU.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",270,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.medium","No","Standard",1,"3.35 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m1.medium","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"350","Asia Pacific (Sydney)","N3KFW3WZEEA84Z8U","JRBFQ5DASS","N3KFW3WZEEA84Z8U.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",887,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.xlarge","No","Standard",4,"14.6 GiB","High","Redis","","","","APS2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"351","Asia Pacific (Sydney)","WV6HECTPTV36ZXYU","YTVHEVGPBZ","WV6HECTPTV36ZXYU.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",3108,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Redis","","","","APS2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"352","Asia Pacific (Sydney)","KJPTA6PBMKVBP7XN","YTVHEVGPBZ","KJPTA6PBMKVBP7XN.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1554,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"353","Asia Pacific (Sydney)","YCMZSQXPH65T7BAM","YTVHEVGPBZ","YCMZSQXPH65T7BAM.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",135,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Memcached","","","","APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"354","Asia Pacific (Sydney)","438WNASSRJ7QA5TA","YTVHEVGPBZ","438WNASSRJ7QA5TA.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1961,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"355","Asia Pacific (Sydney)","DSWMYD2S4H6W86QS","JRBFQ5DASS","DSWMYD2S4H6W86QS.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.012 per ElastiCache, cache.t1.micro instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.012,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t1.micro","No","Micro",1,"0.213 GiB","Very Low","Memcached","","","","APS2-NodeUsage:cache.t1.micro","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"356","Asia Pacific (Sydney)","HXQZET2R3FWTBJBN","YTVHEVGPBZ","HXQZET2R3FWTBJBN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.2xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.357,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Redis","","","","APS2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"357","Asia Pacific (Sydney)","Y25FT6SRCRD2HA4M","YTVHEVGPBZ","Y25FT6SRCRD2HA4M.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",3108,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Memcached","","","","APS2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"358","Asia Pacific (Sydney)","Z9BBRQH4DYYDJ6W5","YTVHEVGPBZ","Z9BBRQH4DYYDJ6W5.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.micro instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.01,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Redis","","","","APS2-NodeUsage:cache.t2.micro","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"359","Asia Pacific (Sydney)","B5S98W29QB6Z5TK8","DK9W8XRWES","B5S98W29QB6Z5TK8.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.633 per Redis, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.633,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Redis","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"360","Asia Pacific (Sydney)","2PSWKJAEW8HXUAQY","YTVHEVGPBZ","2PSWKJAEW8HXUAQY.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.18,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.xlarge","Yes","Standard",4,"13.3 GiB","High","Redis","","","","APS2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"361","Asia Pacific (Sydney)","QSTV3GWV8C8GASRT","YTVHEVGPBZ","QSTV3GWV8C8GASRT.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.4xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.712,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Memcached","","","","APS2-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"362","Asia Pacific (Sydney)","6XQ423KHNEYDGNPP","YTVHEVGPBZ","6XQ423KHNEYDGNPP.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",985,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"363","Asia Pacific (Sydney)","U7MH22MHUDCYZV4C","YTVHEVGPBZ","U7MH22MHUDCYZV4C.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1970,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"364","Asia Pacific (Sydney)","YCMZSQXPH65T7BAM","JRBFQ5DASS","YCMZSQXPH65T7BAM.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.026 per ElastiCache, cache.m1.small instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.026,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Memcached","","","","APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"365","Asia Pacific (Sydney)","T64VHYZ5FZP9JDEC","JRBFQ5DASS","T64VHYZ5FZP9JDEC.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",444,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.large","No","Standard",2,"7.1 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m1.large","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"366","Asia Pacific (Sydney)","4XNTGAU77FY4XHAA","DK9W8XRWES","4XNTGAU77FY4XHAA.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",626,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Memcached","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"367","Asia Pacific (Sydney)","JW9PJ6UTYKR57T5E","YTVHEVGPBZ","JW9PJ6UTYKR57T5E.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1554,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"368","Asia Pacific (Sydney)","KHPK39Q7FXNN9PT7","YTVHEVGPBZ","KHPK39Q7FXNN9PT7.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",6216,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Redis","","","","APS2-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"369","Asia Pacific (Sydney)","BR8X5F2Q5TBD7N44","YTVHEVGPBZ","BR8X5F2Q5TBD7N44.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.325,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Redis","","","","APS2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"370","Asia Pacific (Sydney)","PXWGH7SNYUZXC93Y","DK9W8XRWES","PXWGH7SNYUZXC93Y.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.017 per Redis, cache.t1.micro instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.017,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t1.micro","No","Micro",1,"0.213 GiB","Very Low","Redis","","","","APS2-NodeUsage:cache.t1.micro","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"371","Asia Pacific (Sydney)","TNSKSRAV4GY6DPTH","YTVHEVGPBZ","TNSKSRAV4GY6DPTH.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",3562,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Redis","","","","APS2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"372","Asia Pacific (Sydney)","4XNTGAU77FY4XHAA","YTVHEVGPBZ","4XNTGAU77FY4XHAA.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1771,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.c1.xlarge","No","Compute optimized",8,"6.6 GiB","High","Memcached","","","","APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"373","Asia Pacific (Sydney)","4TMTTRKGFP7U5F4A","DK9W8XRWES","4TMTTRKGFP7U5F4A.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.317 per Redis, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.317,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.2xlarge","No","Memory optimized",4,"33.8 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"374","Asia Pacific (Sydney)","4HE5JY4RNGR37SDY","YTVHEVGPBZ","4HE5JY4RNGR37SDY.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",446,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","APS2-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"375","Asia Pacific (Sydney)","T73CEGPNUPEKUCCH","YTVHEVGPBZ","T73CEGPNUPEKUCCH.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.8xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",1.424,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Redis","","","","APS2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"376","Asia Pacific (Sydney)","KJPTA6PBMKVBP7XN","YTVHEVGPBZ","KJPTA6PBMKVBP7XN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.178,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"377","Asia Pacific (Sydney)","4Z2EQD4MVP2BJ893","YTVHEVGPBZ","4Z2EQD4MVP2BJ893.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.large instance-hours used this month","2016-07-31",0,Inf,"Hrs",0.08,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m4.large","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"378","Asia Pacific (Sydney)","U7MH22MHUDCYZV4C","YTVHEVGPBZ","U7MH22MHUDCYZV4C.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m2.4xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.349,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Memcached","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"379","Asia Pacific (Sydney)","2BSAUY5KNPK7SSA4","YTVHEVGPBZ","2BSAUY5KNPK7SSA4.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m2.xlarge instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.088,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.xlarge","No","Memory optimized",2,"16.7 GiB","Moderate","Redis","","","","APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"380","Asia Pacific (Sydney)","KH3JWAP8DMC4TMQF","YTVHEVGPBZ","KH3JWAP8DMC4TMQF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.small instance-hours used this month","2015-10-31",0,Inf,"Hrs",0.021,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","APS2-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"381","Asia Pacific (Sydney)","B5S98W29QB6Z5TK8","JRBFQ5DASS","B5S98W29QB6Z5TK8.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.423 per Redis, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30",0,Inf,"Hrs",0.423,"USD","","1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m2.4xlarge","No","Memory optimized",8,"68 GiB","High","Redis","","","","APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"382","Asia Pacific (Sydney)","PFSACVF8GJ6ZTUH8","DK9W8XRWES","PFSACVF8GJ6ZTUH8.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",NA,NA,"Quantity",49,"USD","","1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m1.small","No","Standard",1,"1.3 GiB","Low","Redis","","","","APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0002","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
