"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Group","Group Description","usageType","operation"
"DPHYCESQWH8UBSV4","VG8YD49WWM","DPHYCESQWH8UBSV4.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.r3.4xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","1.0030000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.r3.4xlarge","Yes","Memory optimized","16","118 GiB","High","Redis",,,,"SAE1-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002"
"3VEDRJDM4G8U744C","VG8YD49WWM","3VEDRJDM4G8U744C.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1438","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"USW1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"4P5QB7CBDQHJZA5H","VG8YD49WWM","4P5QB7CBDQHJZA5H.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m3.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0340000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"APS1-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"S3MV3YM6RRKPS9E9","YTVHEVGPBZ","S3MV3YM6RRKPS9E9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","947","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"USW2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"6HW5BESFB4NPRZ3C","VG8YD49WWM","6HW5BESFB4NPRZ3C.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","370","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"N3KFW3WZEEA84Z8U","YTVHEVGPBZ","N3KFW3WZEEA84Z8U.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1079","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"APS2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"Q73599PUJSMDW95K","VHSX6N8RTZ","Q73599PUJSMDW95K.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.065 per Redis, cache.m1.medium instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0650000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m1.medium","CreateCacheCluster:0002"
"DG4KYCUVV42KRCT3","YTVHEVGPBZ","DG4KYCUVV42KRCT3.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","123","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"EUC1-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"YCMZSQXPH65T7BAM","VG8YD49WWM","YCMZSQXPH65T7BAM.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","212","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"NAFH8QQ3NQHCZ7DK","JRTCKXETXF","NAFH8QQ3NQHCZ7DK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.073 per  Small Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.0730000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"APS1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"DEC2CAVTQRDSHS4G","VG8YD49WWM","DEC2CAVTQRDSHS4G.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.r3.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0590000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.r3.large","CreateCacheCluster:0002"
"A8DRGNT67N2JBQ6V","VG8YD49WWM","A8DRGNT67N2JBQ6V.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.2060000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"USW1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"ZNVUPPP8WB5G4VYJ","JRTCKXETXF","ZNVUPPP8WB5G4VYJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.364 per  Enhanced Extra Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.3640000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"5R2X6S6W3E9QUXCA","YTVHEVGPBZ","5R2X6S6W3E9QUXCA.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","989","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"9D7Z8MCD9Y9QAJQV","YTVHEVGPBZ","9D7Z8MCD9Y9QAJQV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","7748","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"APN2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"583Y24VM9MEQFQZ6","VG8YD49WWM","583Y24VM9MEQFQZ6.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","375","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"APN1-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"DZ7NVHRJFQNSEVBP","VG8YD49WWM","DZ7NVHRJFQNSEVBP.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","980","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m3.large","Yes","Standard","2","6.05 GiB","Moderate","Memcached",,,,"APN2-NodeUsage:cache.m3.large","CreateCacheCluster:0001"
"ERPBKDFT6AHAWCJ2","YTVHEVGPBZ","ERPBKDFT6AHAWCJ2.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1965120000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Redis",,,,"APS3-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002"
"WH7ZMEMTN9YKSUUR","YTVHEVGPBZ","WH7ZMEMTN9YKSUUR.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1340000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS GovCloud (US)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"UGW1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"999QQ5KV4GJGKEKY","VHSX6N8RTZ","999QQ5KV4GJGKEKY.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","478","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"BWBJAC8H45JBERA8","VHSX6N8RTZ","BWBJAC8H45JBERA8.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.26 per Redis, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.2600000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"APS1-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"MTJTWBRW59QXWR8D","VG8YD49WWM","MTJTWBRW59QXWR8D.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","1248","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.xlarge","Yes","Standard","4","14.28 GiB","High","Redis",,,,"USW2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002"
