"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Group","Group Description","usageType","operation"
"BQ65NWFSUFVTM9V6","JRTCKXETXF","BQ65NWFSUFVTM9V6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.022 per  Micro Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0220000000","USD","J4YEWN9YDP2TWJ3K",,,,"Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"RZNNJCS7DCQXATNS","JRBFQ5DASS","RZNNJCS7DCQXATNS.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","887","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0001"
"US7DHSSUD8QUY97P","JRTCKXETXF","US7DHSSUD8QUY97P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.717 per Gen Purpose M4.4xlarge node hour running Redis","2016-11-01","0","Inf","Hrs","1.7170000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Redis",,,,"APN2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002"
"ZRKTV5N7SHZSM2Q7","VG8YD49WWM","ZRKTV5N7SHZSM2Q7.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-07-31",,,"Quantity","624","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"WBERHVMNNBH3ZC8Q","JRTCKXETXF","WBERHVMNNBH3ZC8Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.273 per Enhanced High Memory Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.2730000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.r3.large","CreateCacheCluster:0001"
"9JQZFMXBA5DVY5GV","KGRZ3REEDN","9JQZFMXBA5DVY5GV.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","1233","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"ZBJSE28UYT7S6DE7","JRTCKXETXF","ZBJSE28UYT7S6DE7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.019 per T2 Micro Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0190000000","USD","J4YEWN9YDP2TWJ3K",,,,"Cache Instance","AmazonElastiCache","Canada (Central)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"CAN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"EPP8FFPEJUN6N6E6","DK9W8XRWES","EPP8FFPEJUN6N6E6.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.042 per Redis, cache.m1.small instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0420000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"APN1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"HCZB324G8CKR4Y93","VG8YD49WWM","HCZB324G8CKR4Y93.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","847","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"APS1-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"PEXF8Z7ANZUHRSZ9","DK9W8XRWES","PEXF8Z7ANZUHRSZ9.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","97","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
"U52MKUYZVTBEBC2A","VG8YD49WWM","U52MKUYZVTBEBC2A.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.micro instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0070000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"USW1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"V8XKNPHR234GEHBU","VHSX6N8RTZ","V8XKNPHR234GEHBU.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","142","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
"5NKDKN2FB6T5S57N","YTVHEVGPBZ","5NKDKN2FB6T5S57N.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","1853","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Redis",,,,"APN2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002"
"882GUW98Y7VP4N4Y","JRBFQ5DASS","882GUW98Y7VP4N4Y.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","1447","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"APS1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"H67TVHGJJKCSP8V3","YTVHEVGPBZ","H67TVHGJJKCSP8V3.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t1.micro instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0100000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"APN1-NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"NYGAVZ75ET6S7PBM","VG8YD49WWM","NYGAVZ75ET6S7PBM.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","436","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Redis",,,,"NodeUsage:cache.t2.medium","CreateCacheCluster:0002"
"ZGKW5TSF6FFTBAB2","JRTCKXETXF","ZGKW5TSF6FFTBAB2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.368 per Enhanced High Memory 8xLarge Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","4.3680000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Redis",,,,"APN1-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002"
"U3TJPZ3AFF5RZYYH","JRBFQ5DASS","U3TJPZ3AFF5RZYYH.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","391","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"6XQ423KHNEYDGNPP","VG8YD49WWM","6XQ423KHNEYDGNPP.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m2.2xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1350000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"5CGQP33A2PTPJST8","VG8YD49WWM","5CGQP33A2PTPJST8.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m1.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1020000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"USW2-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"J8DH4ZR9Z8VV6452","JRTCKXETXF","J8DH4ZR9Z8VV6452.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.022 per  Micro Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0220000000","USD","J4YEWN9YDP2TWJ3K",,,,"Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"USW2-NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"CCMEPCBV7J7HZEWZ","DK9W8XRWES","CCMEPCBV7J7HZEWZ.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.041 per Redis, cache.m1.small instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0410000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"USW1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"BA2TK6GVQCFF2R6G","YTVHEVGPBZ","BA2TK6GVQCFF2R6G.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","222","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m3.medium","CreateCacheCluster:0001"
"2BSAUY5KNPK7SSA4","DK9W8XRWES","2BSAUY5KNPK7SSA4.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.158 per Redis, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1580000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"CXSBMEVM7RHU68VC","JRTCKXETXF","CXSBMEVM7RHU68VC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018 per T2 Micro Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.0180000000","USD","J4YEWN9YDP2TWJ3K",,,,"Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"EU-NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"DWBB5BJTDEH96DPV","YTVHEVGPBZ","DWBB5BJTDEH96DPV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","541","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Memcached",,,,"NodeUsage:cache.r3.large","CreateCacheCluster:0001"
"6KQX8YK6Z5JVH6AP","DK9W8XRWES","6KQX8YK6Z5JVH6AP.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","690","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Memcached",,,,"APN1-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001"
"YCMZSQXPH65T7BAM","JRTCKXETXF","YCMZSQXPH65T7BAM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.073 per  Small Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0730000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"UN2RUYWQTWZMR5CT","VG8YD49WWM","UN2RUYWQTWZMR5CT.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.r3.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0660000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Redis",,,,"APS1-NodeUsage:cache.r3.large","CreateCacheCluster:0002"
"7EAKMAGDZW5M6SRD","VG8YD49WWM","7EAKMAGDZW5M6SRD.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","730","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"APN1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"BTYPSVU6X544M6WF","VG8YD49WWM","BTYPSVU6X544M6WF.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","16777","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"EUW2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"9P8CTX7MFT848W4J","YTVHEVGPBZ","9P8CTX7MFT848W4J.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","981","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"APS1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"TNSKSRAV4GY6DPTH","JRTCKXETXF","TNSKSRAV4GY6DPTH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.749 per Gen Purpose M4.4xlarge node hour running Redis","2016-11-01","0","Inf","Hrs","1.7490000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Redis",,,,"APS2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002"
"ZXW9GSV29K5M5MPX","VG8YD49WWM","ZXW9GSV29K5M5MPX.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","206","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Redis",,,,"EUW2-NodeUsage:cache.t2.small","CreateCacheCluster:0002"
"RMZB3DTXFR9CYSEP","JRBFQ5DASS","RMZB3DTXFR9CYSEP.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.23 per Redis, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.2300000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"EU-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"S3XBF5DJESXPQCEV","JRTCKXETXF","S3XBF5DJESXPQCEV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.092 per Enhanced High Memory 2xLarge Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","1.0920000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Redis",,,,"APN2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002"
"ACJH5C3RV2N9BJZE","VG8YD49WWM","ACJH5C3RV2N9BJZE.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","100","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"APS1-NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"SHZ5BZA89VPHJTMF","YTVHEVGPBZ","SHZ5BZA89VPHJTMF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.8xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","1.4240000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Memcached",,,,"APS2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001"
"WXXCKQM7YWDFTACF","YTVHEVGPBZ","WXXCKQM7YWDFTACF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m1.small instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0170000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"USW2-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"X4CQXG3CFNP87U4R","VHSX6N8RTZ","X4CQXG3CFNP87U4R.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.588 per Redis, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.5880000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Redis",,,,"APS1-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002"
"S968H7EVQYS7C8GS","JRBFQ5DASS","S968H7EVQYS7C8GS.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","1639","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001"
"NCWWVVDCPSQAXCRS","VG8YD49WWM","NCWWVVDCPSQAXCRS.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m1.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0260000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Redis",,,,"NodeUsage:cache.m1.medium","CreateCacheCluster:0002"
"8CF4S3X94NHDCTD5","JRTCKXETXF","8CF4S3X94NHDCTD5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.037 per T2 Small Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0370000000","USD",,,,,"Cache Instance","AmazonElastiCache","Canada (Central)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"CAN1-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"7CAFRTAUKH9JS7ZE","YTVHEVGPBZ","7CAFRTAUKH9JS7ZE.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","886","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"EU-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"HB9H52EYE8UZRUSY","DK9W8XRWES","HB9H52EYE8UZRUSY.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","89","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
"NDKE5VTSATWKXTBE","VG8YD49WWM","NDKE5VTSATWKXTBE.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m3.2xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2660000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Redis",,,,"USW1-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002"
"ME5C9J495CAE789K","VG8YD49WWM","ME5C9J495CAE789K.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","719","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"USW1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"E96CASZEGHNTHT6X","YTVHEVGPBZ","E96CASZEGHNTHT6X.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","8656","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Redis",,,,"USE2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002"
"V93KY5FUK3DW7FPT","VG8YD49WWM","V93KY5FUK3DW7FPT.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1520000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"CU3TSQCSS57M63EF","YTVHEVGPBZ","CU3TSQCSS57M63EF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0230000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Redis",,,,"USW2-NodeUsage:cache.t2.medium","CreateCacheCluster:0002"
"8KWKDMJ27CVDJ94Z","JRBFQ5DASS","8KWKDMJ27CVDJ94Z.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.361 per Redis, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.3610000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"USW1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"R98CG8EBFHU2BMKY","VG8YD49WWM","R98CG8EBFHU2BMKY.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","1678","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.m4.xlarge","Yes","Standard","4","14.28 GiB","High","Redis",,,,"EUW2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002"
"SHSTRVMYNYEK33KZ","VG8YD49WWM","SHSTRVMYNYEK33KZ.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.2050000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"APN2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"5R2X6S6W3E9QUXCA","VG8YD49WWM","5R2X6S6W3E9QUXCA.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m2.2xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1690000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"42M2XUT8G25DR7ZM","VG8YD49WWM","42M2XUT8G25DR7ZM.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","356","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"APS1-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"JW9PJ6UTYKR57T5E","JRTCKXETXF","JW9PJ6UTYKR57T5E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.546 per Enhanced High Memory xLarge Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.5460000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001"
"S8NM52G7EYMVQHTS","YTVHEVGPBZ","S8NM52G7EYMVQHTS.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.8xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","1.2760000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Redis",,,,"USW1-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002"
