"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Max.Volume.Size","Max.IOPS.volume","Max.IOPS.Burst.Performance","Max.throughput.volume","Provisioned","Tenancy","EBS.Optimized","Operating.System","License.Model","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Comments","Dedicated.EBS.Throughput","ECU","Enhanced.Networking.Supported","GPU","Instance.Capacity...10xlarge","Instance.Capacity...16xlarge","Instance.Capacity...2xlarge","Instance.Capacity...32xlarge","Instance.Capacity...4xlarge","Instance.Capacity...8xlarge","Instance.Capacity...large","Instance.Capacity...medium","Instance.Capacity...xlarge","Intel.AVX.Available","Intel.AVX2.Available","Intel.Turbo.Available","Normalization.Size.Factor","Physical.Cores","Pre.Installed.S.W","Processor.Features","serviceName","Region","Endpoint","Protocol"
"428","Asia Pacific (Singapore)","VVKTWPMARM4HESXU","HU7G6KETJZ","VVKTWPMARM4HESXU.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",4077,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g2.2xlarge","Yes","GPU instance",8,"Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:g2.2xlarge","RunInstances","","","26","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"429","Asia Pacific (Singapore)","N55SZ6XU92JF33VX","HU7G6KETJZ","N55SZ6XU92JF33VX.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-04-30",NA,NA,"Quantity",648,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4  GHz","16 GiB","EBS only","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m4.xlarge","RunInstances","","750 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"430","Asia Pacific (Singapore)","P4A6SJTUVADNHVP7","HU7G6KETJZ","P4A6SJTUVADNHVP7.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m1.large reserved instance applied","2015-04-30",0,Inf,"Hrs",0.076,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m1.large","RunInstances","","","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"431","Asia Pacific (Singapore)","EERGZVYFKRBMSYKW","HU7G6KETJZ","EERGZVYFKRBMSYKW.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), hs1.8xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",1.08,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","hs1.8xlarge","No","Storage optimized",17,"Intel Xeon E5-2650","2 GHz","117 GiB","24 x 2000","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:hs1.8xlarge","RunInstances","","","35","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"432","Asia Pacific (Singapore)","8HKF2YYVVMBUQWDD","HU7G6KETJZ","8HKF2YYVVMBUQWDD.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-04-30",NA,NA,"Quantity",10372,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.16xlarge","Yes","General purpose",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m4.16xlarge","RunInstances","","10000 Mbps","188","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"433","Asia Pacific (Singapore)","VFU8D98TVZQ65TJ9","HU7G6KETJZ","VFU8D98TVZQ65TJ9.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",713,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c4.xlarge","Yes","Compute optimized",4,"Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","7.5 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:c4.xlarge","RunInstances","","750 Mbps","16","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"434","Asia Pacific (Singapore)","EB3U6X697ZMJWDP8","HU7G6KETJZ","EB3U6X697ZMJWDP8.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.101,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:r3.xlarge","RunInstances","","","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"435","Asia Pacific (Singapore)","8HKF2YYVVMBUQWDD","HU7G6KETJZ","8HKF2YYVVMBUQWDD.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.16xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",1.184,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.16xlarge","Yes","General purpose",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m4.16xlarge","RunInstances","","10000 Mbps","188","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"436","Asia Pacific (Singapore)","R3D2975TTT4CCHMG","HU7G6KETJZ","R3D2975TTT4CCHMG.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.3256,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m4.4xlarge","RunInstances","","2000 Mbps","53.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"437","Asia Pacific (Singapore)","T7PRW5BR9GT65YA5","HU7G6KETJZ","T7PRW5BR9GT65YA5.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",1084,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m2.2xlarge","RunInstances","","","13","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"438","Asia Pacific (Singapore)","BVAMVPXBSFZQGQ73","HU7G6KETJZ","BVAMVPXBSFZQGQ73.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",2883,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.xlarge","No","Storage optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 800 SSD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i2.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"439","Asia Pacific (Singapore)","V67BC4KUGYP4D888","HU7G6KETJZ","V67BC4KUGYP4D888.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r4.2xlarge reserved instance applied","2017-03-31",0,Inf,"Hrs",0.211,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","61 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:r4.2xlarge","RunInstances","","1600 Mbps","53","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"440","Asia Pacific (Singapore)","EVQAUVRUECUDG6T6","HU7G6KETJZ","EVQAUVRUECUDG6T6.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), d2.8xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",1.752,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.8xlarge","Yes","Storage optimized",36,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","244 GiB","24 x 2000 HDD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:d2.8xlarge","RunInstances","","","116","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"441","Asia Pacific (Singapore)","KK85VAYT9YRSXMMJ","HU7G6KETJZ","KK85VAYT9YRSXMMJ.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i2.8xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",1.788,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.8xlarge","No","Storage optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","8 x 800 SSD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i2.8xlarge","RunInstances","","","104","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"442","Asia Pacific (Singapore)","4R9NGSGTSSXJGD8Z","HU7G6KETJZ","4R9NGSGTSSXJGD8Z.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",20937,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g3.16xlarge","Yes","GPU instance",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","488 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:g3.16xlarge","RunInstances","","14000 Mbps","188","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"443","Asia Pacific (Singapore)","637PHXRVXVGWD7HN","HU7G6KETJZ","637PHXRVXVGWD7HN.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), hs1.8xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",1.08,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","hs1.8xlarge","No","Storage optimized",17,"Intel Xeon E5-2650","2 GHz","117 GiB","24 x 2000","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:hs1.8xlarge","RunInstances","","","35","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"444","Asia Pacific (Singapore)","57M4AZ4NRYTPT6NM","HU7G6KETJZ","57M4AZ4NRYTPT6NM.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), x1.32xlarge reserved instance applied","2016-06-30",0,Inf,"Hrs",5.675,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:x1.32xlarge","RunInstances","","","349","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"445","Asia Pacific (Singapore)","T7PRW5BR9GT65YA5","HU7G6KETJZ","T7PRW5BR9GT65YA5.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m2.2xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.157,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m2.2xlarge","RunInstances","","","13","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"446","Asia Pacific (Singapore)","DTZY5KW9NPT6V929","HU7G6KETJZ","DTZY5KW9NPT6V929.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",1922,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.xlarge","Yes","Storage optimized",4,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","30.5 GiB","3 x 2000 HDD","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:d2.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"447","Asia Pacific (Singapore)","95N7SPMWTBTQSY54","HU7G6KETJZ","95N7SPMWTBTQSY54.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.0814,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4  GHz","16 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m4.xlarge","RunInstances","","750 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"448","Asia Pacific (Singapore)","SMHSRASDZ66J6CC3","HU7G6KETJZ","SMHSRASDZ66J6CC3.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.2xlarge reserved instance applied","2015-12-31",0,Inf,"Hrs",0.182,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:r3.2xlarge","RunInstances","","","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"449","Asia Pacific (Singapore)","XEVMFGZ7FJB9RKZP","HU7G6KETJZ","XEVMFGZ7FJB9RKZP.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), g2.2xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.276,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g2.2xlarge","Yes","GPU instance",8,"Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:g2.2xlarge","RunInstances","","","26","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"450","Asia Pacific (Singapore)","QAZ63UXRUYRSDT6R","HU7G6KETJZ","QAZ63UXRUYRSDT6R.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",5386,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","p2.xlarge","Yes","GPU instance",4,"Intel Xeon E5-2686 v4 (Broadwell)","","61 GiB","EBS only","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:p2.xlarge","RunInstances","","","12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"451","Asia Pacific (Singapore)","2KCRUM4A8APBWRTX","HU7G6KETJZ","2KCRUM4A8APBWRTX.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), g3.8xlarge reserved instance applied","2017-07-31",0,Inf,"Hrs",1.3146,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g3.8xlarge","Yes","GPU instance",32,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","EBS only","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:g3.8xlarge","RunInstances","","7000 Mbps","0","Yes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",64,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"452","Asia Pacific (Singapore)","ETZEZ4BV6SNE7NX8","HU7G6KETJZ","ETZEZ4BV6SNE7NX8.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",1171,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.xlarge","Yes","Storage optimized",4,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","30.5 GiB","1 x 0.95 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i3.xlarge","RunInstances","","850 Mbps","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"453","Asia Pacific (Singapore)","7P4FU6DCF6MVSAMF","HU7G6KETJZ","7P4FU6DCF6MVSAMF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",586,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.large","Yes","Storage optimized",2,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15.25 GiB","1 x 0.475 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i3.large","RunInstances","","425 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"454","Asia Pacific (Singapore)","QWUVWQEWM6H8G26A","HU7G6KETJZ","QWUVWQEWM6H8G26A.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.large reserved instance applied","2017-04-30",0,Inf,"Hrs",0.0407,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m4.large","RunInstances","","450 Mbps","6.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"455","Asia Pacific (Singapore)","B9DFHMNNN499Z259","HU7G6KETJZ","B9DFHMNNN499Z259.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-04-30",NA,NA,"Quantity",324,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m4.large","RunInstances","","450 Mbps","6.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"456","Asia Pacific (Singapore)","8CSE695WEMCC8PZ8","HU7G6KETJZ","8CSE695WEMCC8PZ8.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-04-30",NA,NA,"Quantity",1426,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m4.2xlarge","RunInstances","","1000 Mbps","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"457","Asia Pacific (Singapore)","5BWHVPBAG2VXEG2N","HU7G6KETJZ","5BWHVPBAG2VXEG2N.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",10469,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g3.8xlarge","Yes","GPU instance",32,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","EBS only","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:g3.8xlarge","RunInstances","","7000 Mbps","0","Yes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",64,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"458","Asia Pacific (Singapore)","SYPG9DBABK9XS8DE","HU7G6KETJZ","SYPG9DBABK9XS8DE.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",49713,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:x1.32xlarge","RunInstances","","","349","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
