"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Max.Volume.Size","Max.IOPS.volume","Max.IOPS.Burst.Performance","Max.throughput.volume","Provisioned","Tenancy","EBS.Optimized","Operating.System","License.Model","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Comments","Dedicated.EBS.Throughput","ECU","Enhanced.Networking.Supported","GPU","Instance.Capacity...10xlarge","Instance.Capacity...16xlarge","Instance.Capacity...2xlarge","Instance.Capacity...32xlarge","Instance.Capacity...4xlarge","Instance.Capacity...8xlarge","Instance.Capacity...large","Instance.Capacity...medium","Instance.Capacity...xlarge","Intel.AVX.Available","Intel.AVX2.Available","Intel.Turbo.Available","Normalization.Size.Factor","Physical.Cores","Pre.Installed.S.W","Processor.Features","serviceName","Region","Endpoint","Protocol"
"32","Asia Pacific (Mumbai)","FJX2SVQ2PFDKB8Z4","HU7G6KETJZ","FJX2SVQ2PFDKB8Z4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",4031,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.4xlarge","Yes","Storage optimized",16,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","2 x 1.9 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:i3.4xlarge","RunInstances","","3500 Mbps","99","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"33","Asia Pacific (Mumbai)","FXRPW2HZJ5YURZWV","HU7G6KETJZ","FXRPW2HZJ5YURZWV.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r4.xlarge reserved instance applied","2017-03-31",0,Inf,"Hrs",0.1,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","30.5 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:r4.xlarge","RunInstances","","800 Mbps","Variable","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"34","Asia Pacific (Mumbai)","KXFXRWTJMG3UXJFE","HU7G6KETJZ","KXFXRWTJMG3UXJFE.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.2xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.1606,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:m4.2xlarge","RunInstances","","1000 Mbps","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"35","Asia Pacific (Mumbai)","9EXMSU3ZET89Q2KB","HU7G6KETJZ","9EXMSU3ZET89Q2KB.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), d2.8xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",1.666,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.8xlarge","Yes","Storage optimized",36,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","244 GiB","24 x 2000 HDD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:d2.8xlarge","RunInstances","","","116","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"36","Asia Pacific (Mumbai)","DRHHANYYS7ACTDRH","HU7G6KETJZ","DRHHANYYS7ACTDRH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",NA,NA,"Quantity",2376,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:r3.2xlarge","RunInstances","","","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"37","Asia Pacific (Mumbai)","Q3DWV2ZGENHRB735","HU7G6KETJZ","Q3DWV2ZGENHRB735.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), p2.16xlarge reserved instance applied","2017-07-31",0,Inf,"Hrs",9.838,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","p2.16xlarge","Yes","GPU instance",64,"Intel Xeon E5-2686 v4 (Broadwell)","","768 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:p2.16xlarge","RunInstances","","","188","",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"38","Asia Pacific (Mumbai)","GG7UHJRKQSGP364T","HU7G6KETJZ","GG7UHJRKQSGP364T.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), t2.large reserved instance applied","2016-11-30",0,Inf,"Hrs",0.045,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS only","Low to Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:t2.large","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"39","Asia Pacific (Mumbai)","8TPRW678Q7FANHW9","HU7G6KETJZ","8TPRW678Q7FANHW9.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c4.2xlarge reserved instance applied","2016-11-30",0,Inf,"Hrs",0.155,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c4.2xlarge","Yes","Compute optimized",8,"Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","15 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:c4.2xlarge","RunInstances","","1000 Mbps","31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"40","Asia Pacific (Mumbai)","6D7VQBNGRWYB2U7T","HU7G6KETJZ","6D7VQBNGRWYB2U7T.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-03-31",NA,NA,"Quantity",799,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","30.5 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:r4.xlarge","RunInstances","","800 Mbps","Variable","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"41","Asia Pacific (Mumbai)","CHQZR4UUZHGECY86","HU7G6KETJZ","CHQZR4UUZHGECY86.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r4.4xlarge reserved instance applied","2017-03-31",0,Inf,"Hrs",0.401,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:r4.4xlarge","RunInstances","","3000 Mbps","99","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"42","Asia Pacific (Mumbai)","FBVWG5JSHV5WAZAN","HU7G6KETJZ","FBVWG5JSHV5WAZAN.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r4.16xlarge reserved instance applied","2017-03-31",0,Inf,"Hrs",1.459,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.16xlarge","Yes","Memory optimized",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","488 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:r4.16xlarge","RunInstances","","12000 Mbps","27","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"43","Asia Pacific (Mumbai)","SE4E8P8RD8M7YGXP","HU7G6KETJZ","SE4E8P8RD8M7YGXP.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",5925,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","p2.xlarge","Yes","GPU instance",4,"Intel Xeon E5-2686 v4 (Broadwell)","","61 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:p2.xlarge","RunInstances","","","12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"44","Asia Pacific (Mumbai)","37A5REAJC363YUHH","HU7G6KETJZ","37A5REAJC363YUHH.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), t2.2xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.178,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","t2.2xlarge","Yes","General purpose",8,"Intel Xeon Family","Up to 3.0 GHz","32 GiB","EBS only","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:t2.2xlarge","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"45","Asia Pacific (Mumbai)","WFUARWWHZWBKCUEF","HU7G6KETJZ","WFUARWWHZWBKCUEF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",504,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.large","Yes","Storage optimized",2,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15.25 GiB","1 x 0.475 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:i3.large","RunInstances","","425 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"46","Asia Pacific (Mumbai)","MBD9GZ9JM5QGHC6U","HU7G6KETJZ","MBD9GZ9JM5QGHC6U.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), p2.xlarge reserved instance applied","2017-07-31",0,Inf,"Hrs",0.615,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","p2.xlarge","Yes","GPU instance",4,"Intel Xeon E5-2686 v4 (Broadwell)","","61 GiB","EBS only","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:p2.xlarge","RunInstances","","","12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"47","Asia Pacific (Mumbai)","7HYM8MHNNFW2NN6T","HU7G6KETJZ","7HYM8MHNNFW2NN6T.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i2.4xlarge reserved instance applied","2016-06-30",0,Inf,"Hrs",0.993,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.4xlarge","No","Storage optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","4 x 800 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:i2.4xlarge","RunInstances","","","53","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"48","Asia Pacific (Mumbai)","8BG4ECAGKKNWYDVU","HU7G6KETJZ","8BG4ECAGKKNWYDVU.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c4.2xlarge reserved instance applied","2016-11-30",0,Inf,"Hrs",0.141,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c4.2xlarge","Yes","Compute optimized",8,"Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","15 GiB","EBS only","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:c4.2xlarge","RunInstances","","1000 Mbps","31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"49","Asia Pacific (Mumbai)","GMTPEHBUJGXY9Y9V","HU7G6KETJZ","GMTPEHBUJGXY9Y9V.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.4xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.543,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:r3.4xlarge","RunInstances","","","52","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"50","Asia Pacific (Mumbai)","A47388GZJE256ZQF","HU7G6KETJZ","A47388GZJE256ZQF.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.10xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.73,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS only","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:m4.10xlarge","RunInstances","","4000 Mbps","124.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",80,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"51","Asia Pacific (Mumbai)","S36G8C5NFCV3RNPE","HU7G6KETJZ","S36G8C5NFCV3RNPE.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.16xlarge reserved instance applied","2017-02-28",0,Inf,"Hrs",1.841,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.16xlarge","Yes","Storage optimized",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","488 GiB","8 x 1.9 NVMe SSD","20 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:i3.16xlarge","RunInstances","","14000 Mbps","27","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"52","Asia Pacific (Mumbai)","C6TJU7MWEBV25UBM","HU7G6KETJZ","C6TJU7MWEBV25UBM.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",1109,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.xlarge","Yes","Storage optimized",4,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","30.5 GiB","1 x 0.95 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:i3.xlarge","RunInstances","","850 Mbps","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"53","Asia Pacific (Mumbai)","G69QDQNHE5SR7846","HU7G6KETJZ","G69QDQNHE5SR7846.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",7297,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.4xlarge","Yes","Storage optimized",16,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","122 GiB","12 x 2000 HDD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:d2.4xlarge","RunInstances","","","56","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"54","Asia Pacific (Mumbai)","DDTXDG7MMJKV72FM","HU7G6KETJZ","DDTXDG7MMJKV72FM.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.16xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",1.168,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.16xlarge","Yes","General purpose",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:m4.16xlarge","RunInstances","","10000 Mbps","188","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"55","Asia Pacific (Mumbai)","7HYM8MHNNFW2NN6T","HU7G6KETJZ","7HYM8MHNNFW2NN6T.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",8701,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.4xlarge","No","Storage optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","4 x 800 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:i2.4xlarge","RunInstances","","","53","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"56","Asia Pacific (Mumbai)","WFUARWWHZWBKCUEF","HU7G6KETJZ","WFUARWWHZWBKCUEF.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2017-02-28",0,Inf,"Hrs",0.058,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.large","Yes","Storage optimized",2,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15.25 GiB","1 x 0.475 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:i3.large","RunInstances","","425 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"57","Asia Pacific (Mumbai)","TPTBS44NNEJN3HUG","HU7G6KETJZ","TPTBS44NNEJN3HUG.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",2173,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.xlarge","No","Storage optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 800 SSD","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:i2.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"58","Asia Pacific (Mumbai)","GGTGBU32M4STN8YS","HU7G6KETJZ","GGTGBU32M4STN8YS.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), d2.2xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.416,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.2xlarge","Yes","Storage optimized",8,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","61 GiB","6 x 2000 HDD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS3-BoxUsage:d2.2xlarge","RunInstances","","","28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"59","Asia Pacific (Mumbai)","4E46FJHTKWZXVMYT","HU7G6KETJZ","4E46FJHTKWZXVMYT.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.3212,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:m4.4xlarge","RunInstances","","2000 Mbps","53.5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"60","Asia Pacific (Mumbai)","MBU7HM76942C8VBD","HU7G6KETJZ","MBU7HM76942C8VBD.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), x1.32xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",5.392,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:x1.32xlarge","RunInstances","","","349","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"61","Asia Pacific (Mumbai)","BPPD58VSBQUXS223","HU7G6KETJZ","BPPD58VSBQUXS223.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",554,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.large","Yes","Storage optimized",2,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15.25 GiB","1 x 0.475 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS3-DedicatedUsage:i3.large","RunInstances","","425 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
